"source_db","query_id","query","eid","title","doi","publication_name","cover_date","subtype_description","citedby_count","openaccess","authors","affiliations","scopus_link"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105034470637","Scalable fairness shaping with LLM-guided multi-agent reinforcement learning for peer-to-peer electricity markets","10.1016/j.jup.2026.102168","Utilities Policy","2026-06-01","Article","0","1","Jadhav S.; Sevak B.; Das S.; Hussain A.; Su W.; Bui V.H.","Université Laval; University of Michigan-Dearborn","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105034470637&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105030925170","AI-powered predictive control for hybrid renewable microgrids: Integrating photovoltaic generation and battery storage in smart homes and industrial applications","10.1016/j.mlwa.2026.100864","Machine Learning with Applications","2026-06-01","Article","0","1","Flórez S.L.; Hernández G.; Prieto J.; de la Prieta F.","Universidad de Salamanca; Universidad Tecnológica de Pereira","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105030925170&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105034914857","The impact of battery scheduling strategies on profitability considering battery usage costs and dynamic electricity pricing in Nordic residential PV–battery system","10.1016/j.est.2026.121301","Journal of Energy Storage","2026-04-10","Article","0","1","Karttunen L.; Jouttijärvi S.; Jasielec J.J.; Niskanen J.; Huerta H.; Ranta S.; Miettunen K.","Turun yliopisto; AGH University of Krakow; Turun ammattikorkeakoulu","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105034914857&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105028172077","Online-Trained Deep Reinforcement Learning-Based Control for Reconfigurable Battery Storage in DC Shipboard Microgrid Applications","10.1109/TTE.2026.3653172","IEEE Transactions on Transportation Electrification","2026-04-01","Article","0","0","Yuan Z.; Zeng Y.; Ghias A.M.Y.M.; Pou J.; Pickert V.","University of Electronic Science and Technology of China; Newcastle University; City University of Hong Kong; School of Electrical and Electronic Engineering","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105028172077&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105015330360","Offline Deep Reinforcement Learning-Based Home Energy Management Systems With Heterogeneous EV Charging Load Models","10.1109/TCSI.2025.3600455","IEEE Transactions on Circuits and Systems I Regular Papers","2026-04-01","Article","1","0","Xiong L.; Tang Y.; Bhattacharya K.; Chow M.Y.; Qian F.","Shanghai Jiao Tong University; University of Waterloo; East China University of Science and Technology","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105015330360&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105030175166","Explainable deep reinforcement learning for resilient and battery-aware microgrid control","10.1016/j.enconman.2026.121215","Energy Conversion and Management","2026-04-01","Article","0","1","Nejati Amiri M.H.; Guéniat F.","Birmingham City University","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105030175166&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105026663508","Adaptive home energy management based on PI-DRA-PPO for integrated electricity, hydrogen, and heat storage systems","10.1016/j.apenergy.2025.127257","Applied Energy","2026-03-15","Article","2","0","Liu M.; Bu S.; Zhu Z.; Zhou B.","The Hong Kong Polytechnic University; Hunan University","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105026663508&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105027065675","How energy management strategy shapes optimal microgrid design: A comparative analysis for EV charging stations","10.1016/j.apenergy.2026.127352","Applied Energy","2026-03-15","Article","2","0","Alshammari N.F.; Alshahr S.; Barakat S.","Jouf University; Faculty of Engineering","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105027065675&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105025402640","Hybrid deep learning based load forecasting and AI-driven energy management for grid-connected multi-microgrids","10.1016/j.compeleceng.2025.110915","Computers and Electrical Engineering","2026-03-01","Article","0","1","Zohaib A.; Akram F.; Khalid S.; Nawaz H.; Rehman M.U.","De Montfort University; Riphah International University; University of Management and Technology Lahore","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105025402640&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105026347811","Multiagent deep reinforcement learning-based distributed control strategy for energy management in DC Microgrid","10.1016/j.compeleceng.2025.110927","Computers and Electrical Engineering","2026-03-01","Article","1","0","Alankrita; Pati A.; Adhikary N.","National Institute of Technology Silchar","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105026347811&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105032649952","Multi-objective optimization of a renewable-powered H2 microgrid using fractional-order control","10.1063/5.0303859","Journal of Renewable and Sustainable Energy","2026-03-01","Article","0","0","Rajesh G.; Sebasthirani K.; Maruthupandi P.; Remya Sree R.","Anna University; Sri Ramakrishna Engineering College; Government College of Technology, Coimbatore; IDK Institution","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105032649952&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105019388849","Deep reinforcement learning-based energy management for design and control of off-grid renewable microgrids with dual-battery storage","10.1177/01445987251387368","Energy Exploration and Exploitation","2026-03-01","Article","0","1","Khan W.; Renhai F.; Aziz A.; Yousaf M.Z.; Cai Z.; Iqbal M.U.; Wang J.; Abdullah M.; Geremew M.S.","Tianjin University; China Electric Power Research Institute; Al-Ahliyya Amman University; Xinjiang Normal University; State Grid Chongqing Power Company; Mizan-Tepi University; Huanjiang Laboratory","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105019388849&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105030018907","Dynamic renewable energy integration for EV charging via model-based reinforcement learning","10.1016/j.asej.2026.104040","Ain Shams Engineering Journal","2026-03-01","Article","0","1","Alshahr S.; Alshahir A.; Alnuman H.; Alanazi M.D.; Yousef A.; Abbas G.","Southeast University; Alexandria University; Jouf University; University of Business and Technology","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105030018907&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105034069456","Reinforcement Learning-Based Energy Storage Management for Microgrid Power Exchanges","10.3390/eng7030126","Eng","2026-03-01","Article","0","1","Perquoti F.; Milillo D.; Sabino L.; Quercio M.; Riganti Fulginei F.; Lazaroiu G.C.; Crescimbini F.","National University of Science and Technology POLITEHNICA Bucharest; Università degli Studi Roma Tre","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105034069456&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105031186002","Artificial Intelligence Framework for Simulated Multiagent Reinforcement Learning in Hybrid Microgrid Control","10.1016/j.rineng.2026.109744","Results in Engineering","2026-03-01","Article","0","1","Rabbi M.F.","Debreceni Egyetem Gazdaságtudományi Kar","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105031186002&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105024322850","Deep reinforcement learning-driven operational strategy for community microgrid systems: Balancing energy efficiency and occupant comfort in residential buildings","10.1016/j.enbuild.2025.116749","Energy and Buildings","2026-02-01","Article","1","0","Zhang J.; Jiang Z.; Wang W.; Ju Y.","North China Electric Power University; State Grid Jibei Information & Telecommunication Company","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105024322850&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105027222146","Stochastic energy management for hybrid battery–hydrogen storage in dynamically reconfigurable microgrids using a reinforcement learning metaheuristic","10.1016/j.ijhydene.2025.153275","International Journal of Hydrogen Energy","2026-01-30","Article","0","0","Singh C.","National Institute of Technology Silchar","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105027222146&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105020664131","Optimal microgrid operation considering accurate battery degradation—World model-based reinforcement learning approach","10.1016/j.est.2025.119151","Journal of Energy Storage","2026-01-01","Article","0","0","Park J.; Kwon T.; Sim M.K.","Penn State College of Engineering; Seoul National University of Science and Technology","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105020664131&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105028575263","A Health-Aware Hybrid Reinforcement–Predictive Control Framework for Sustainable Energy Management in Photovoltaic–Electric Vehicle Microgrids","10.3390/batteries12010005","Batteries","2026-01-01","Article","1","1","Cavus M.; Bell M.","Newcastle University; Durham University; University of Northumbria; Iskenderun Technical University","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105028575263&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105034356770","A Cost-Effective and Eco-Friendly Micro-Grid by Employing a Model-Free Multi-Agent Reinforcement Learning Strategy for Power Management","10.1109/TIA.2026.3676963","IEEE Transactions on Industry Applications","2026-01-01","Article","0","0","Tabrizi Y.H.; Nasir Uddin M.","Lakehead University","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105034356770&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105034688247","Reinforcement Learning-Guided Federated Multi-Task Learning for Adaptive Energy Management in IIoT-Enabled Industrial Microgrids","10.1109/TIA.2026.3678564","IEEE Transactions on Industry Applications","2026-01-01","Article","0","0","Dhanush M.; Senisetty M.; Kiran P.","Amrita University, Amritapuri Campus","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105034688247&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105019687201","Hybrid transformer DDPG framework for solar radiation forecasting and battery energy storage optimization in a PV-powered microgrid","10.1007/s41870-025-02820-6","International Journal of Information Technology Singapore","2026-01-01","Article","0","0","Lijo Thomas J.; Rajagopal B.G.; Senthil Kumaran V.N.","SRM Institute of Science and Technology","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105019687201&origin=inward"
"Scopus","Q3_rl_energy","TITLE-ABS-KEY((""reinforcement learning"" OR ""deep reinforcement learning"") AND (""home energy management"" OR microgrid) AND (PV OR battery OR EV)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))","2-s2.0-105033085994","Revolutionising Battery Energy Storage Systems Energy Management: Dynamic-Aware Solutions With Integrated Quantum Particle Swarm Optimisation and Deep Reinforcement Learning","10.1049/esi2.70038","Iet Energy Systems Integration","2026-01-01","Article","0","1","Asadi Y.; Eskandari M.; Mansouri M.","UNSW Sydney; MAI OptiTek","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105033085994&origin=inward"
